sample,state,candidate,date,pct
80.0,North Carolina,Biden,2020-04-15,0.4289005343372621
81.0,North Carolina,Biden,2020-04-15,0.4460614536909837
82.0,North Carolina,Biden,2020-04-15,0.47487961142850055
83.0,North Carolina,Biden,2020-04-15,0.4699845386519433
84.0,North Carolina,Biden,2020-04-15,0.5243532741808324
85.0,North Carolina,Biden,2020-04-15,0.4907520718810464
86.0,North Carolina,Biden,2020-04-15,0.4923121541180264
87.0,North Carolina,Biden,2020-04-15,0.4794838891027724
88.0,North Carolina,Biden,2020-04-15,0.46438871424543066
89.0,North Carolina,Biden,2020-04-15,0.5115103355861601
90.0,North Carolina,Biden,2020-04-15,0.48831481806508903
91.0,North Carolina,Biden,2020-04-15,0.46585207085895713
92.0,North Carolina,Biden,2020-04-15,0.48731687790249184
93.0,North Carolina,Biden,2020-04-15,0.5006933671720488
94.0,North Carolina,Biden,2020-04-15,0.47529151479452664
95.0,North Carolina,Biden,2020-04-15,0.54336821726496
96.0,North Carolina,Biden,2020-04-15,0.49044393122957747
97.0,North Carolina,Biden,2020-04-15,0.4766777540828685
98.0,North Carolina,Biden,2020-04-15,0.48491173078912164
99.0,North Carolina,Biden,2020-04-15,0.48665838524542226
100.0,North Carolina,Biden,2020-04-15,0.48335278771376883
1.0,North Carolina,Biden,2020-04-16,0.5147476264219558
2.0,North Carolina,Biden,2020-04-16,0.43414619473598337
3.0,North Carolina,Biden,2020-04-16,0.4811732939962661
4.0,North Carolina,Biden,2020-04-16,0.48813429740047587
5.0,North Carolina,Biden,2020-04-16,0.47986662834536103
6.0,North Carolina,Biden,2020-04-16,0.4682860618701404
7.0,North Carolina,Biden,2020-04-16,0.425773743417327
8.0,North Carolina,Biden,2020-04-16,0.4458660467368145
9.0,North Carolina,Biden,2020-04-16,0.47641201360571556
10.0,North Carolina,Biden,2020-04-16,0.4994924720117706
11.0,North Carolina,Biden,2020-04-16,0.48252590360873016
12.0,North Carolina,Biden,2020-04-16,0.4830299123368844
13.0,North Carolina,Biden,2020-04-16,0.4501421357066677
14.0,North Carolina,Biden,2020-04-16,0.490544252774552
15.0,North Carolina,Biden,2020-04-16,0.4847394332914517
16.0,North Carolina,Biden,2020-04-16,0.487338126170831
17.0,North Carolina,Biden,2020-04-16,0.452709885471818
18.0,North Carolina,Biden,2020-04-16,0.4939386762632512
19.0,North Carolina,Biden,2020-04-16,0.46551611776311186
20.0,North Carolina,Biden,2020-04-16,0.4896265436764448
21.0,North Carolina,Biden,2020-04-16,0.4954051399602001
22.0,North Carolina,Biden,2020-04-16,0.4601346587548481
23.0,North Carolina,Biden,2020-04-16,0.4729308015359874
24.0,North Carolina,Biden,2020-04-16,0.4963441582504661
25.0,North Carolina,Biden,2020-04-16,0.47384882553621566
26.0,North Carolina,Biden,2020-04-16,0.4932337393780196
27.0,North Carolina,Biden,2020-04-16,0.5031947778205498
28.0,North Carolina,Biden,2020-04-16,0.48228591724768477
29.0,North Carolina,Biden,2020-04-16,0.5059896237789121
30.0,North Carolina,Biden,2020-04-16,0.46750092002567745
31.0,North Carolina,Biden,2020-04-16,0.48349835207046743
32.0,North Carolina,Biden,2020-04-16,0.4996624437517415
33.0,North Carolina,Biden,2020-04-16,0.5233870987548154
34.0,North Carolina,Biden,2020-04-16,0.4792353801239497
35.0,North Carolina,Biden,2020-04-16,0.49250535427415193
36.0,North Carolina,Biden,2020-04-16,0.4696877671269763
37.0,North Carolina,Biden,2020-04-16,0.45711046913372017
38.0,North Carolina,Biden,2020-04-16,0.4670890480824985
39.0,North Carolina,Biden,2020-04-16,0.4789945024216119
40.0,North Carolina,Biden,2020-04-16,0.478330000011117
41.0,North Carolina,Biden,2020-04-16,0.4819912501200979
42.0,North Carolina,Biden,2020-04-16,0.5062649884038718
43.0,North Carolina,Biden,2020-04-16,0.5145418454567919
44.0,North Carolina,Biden,2020-04-16,0.5043917264824102
45.0,North Carolina,Biden,2020-04-16,0.4904803278940156
46.0,North Carolina,Biden,2020-04-16,0.525717934657038
47.0,North Carolina,Biden,2020-04-16,0.47740554791950773
48.0,North Carolina,Biden,2020-04-16,0.45585356644243097
49.0,North Carolina,Biden,2020-04-16,0.5045987091275084
50.0,North Carolina,Biden,2020-04-16,0.4783393792444531
51.0,North Carolina,Biden,2020-04-16,0.49185239885775794
52.0,North Carolina,Biden,2020-04-16,0.47342510309770786
53.0,North Carolina,Biden,2020-04-16,0.4406747759093127
54.0,North Carolina,Biden,2020-04-16,0.49560866178399043
55.0,North Carolina,Biden,2020-04-16,0.4585682967293389
56.0,North Carolina,Biden,2020-04-16,0.48972846915815677
57.0,North Carolina,Biden,2020-04-16,0.5031033542302261
58.0,North Carolina,Biden,2020-04-16,0.47544415050836725
59.0,North Carolina,Biden,2020-04-16,0.5076523389734428
60.0,North Carolina,Biden,2020-04-16,0.43036844740773866
61.0,North Carolina,Biden,2020-04-16,0.5217399462952892
62.0,North Carolina,Biden,2020-04-16,0.4997812485314018
63.0,North Carolina,Biden,2020-04-16,0.4967591918964442
64.0,North Carolina,Biden,2020-04-16,0.4547370721382227
65.0,North Carolina,Biden,2020-04-16,0.48711352223360677
66.0,North Carolina,Biden,2020-04-16,0.4724336092029254
67.0,North Carolina,Biden,2020-04-16,0.4876898990152197
68.0,North Carolina,Biden,2020-04-16,0.49344112566054393
69.0,North Carolina,Biden,2020-04-16,0.4840632812100023
70.0,North Carolina,Biden,2020-04-16,0.48759564103691777
71.0,North Carolina,Biden,2020-04-16,0.47285359082443873
72.0,North Carolina,Biden,2020-04-16,0.4463009469730014
73.0,North Carolina,Biden,2020-04-16,0.5008806609882411
74.0,North Carolina,Biden,2020-04-16,0.41433681836650155
75.0,North Carolina,Biden,2020-04-16,0.4536244272645038
76.0,North Carolina,Biden,2020-04-16,0.45176305770161507
77.0,North Carolina,Biden,2020-04-16,0.49648803455805557
78.0,North Carolina,Biden,2020-04-16,0.4878242986883877
79.0,North Carolina,Biden,2020-04-16,0.4766784958090483
80.0,North Carolina,Biden,2020-04-16,0.46260677031884095
81.0,North Carolina,Biden,2020-04-16,0.45097175408920337
82.0,North Carolina,Biden,2020-04-16,0.5034280823566016
83.0,North Carolina,Biden,2020-04-16,0.4717312457351711
84.0,North Carolina,Biden,2020-04-16,0.5117695072116986
85.0,North Carolina,Biden,2020-04-16,0.46437639874935116
86.0,North Carolina,Biden,2020-04-16,0.4820285992319064
87.0,North Carolina,Biden,2020-04-16,0.49573300418460664
88.0,North Carolina,Biden,2020-04-16,0.4319425878239157
89.0,North Carolina,Biden,2020-04-16,0.5113539746719645
90.0,North Carolina,Biden,2020-04-16,0.46654732372763275
91.0,North Carolina,Biden,2020-04-16,0.48678708415215466
92.0,North Carolina,Biden,2020-04-16,0.4682776756062654
93.0,North Carolina,Biden,2020-04-16,0.48654402337129193
94.0,North Carolina,Biden,2020-04-16,0.49385735169011763
95.0,North Carolina,Biden,2020-04-16,0.46504315888505005
96.0,North Carolina,Biden,2020-04-16,0.473810503949883
97.0,North Carolina,Biden,2020-04-16,0.4915631977250911
98.0,North Carolina,Biden,2020-04-16,0.457736287302846
99.0,North Carolina,Biden,2020-04-16,0.46941393948345367
100.0,North Carolina,Biden,2020-04-16,0.46328715275976123
1.0,North Carolina,Biden,2020-04-18,0.4985951369820477
2.0,North Carolina,Biden,2020-04-18,0.44595783231681513
3.0,North Carolina,Biden,2020-04-18,0.4391256744777752
4.0,North Carolina,Biden,2020-04-18,0.49618720065951816
5.0,North Carolina,Biden,2020-04-18,0.4642221187253905
6.0,North Carolina,Biden,2020-04-18,0.48912099766342354
7.0,North Carolina,Biden,2020-04-18,0.47608310783994956
8.0,North Carolina,Biden,2020-04-18,0.4879764235221839
9.0,North Carolina,Biden,2020-04-18,0.43417022958535423
10.0,North Carolina,Biden,2020-04-18,0.5033170700805037
11.0,North Carolina,Biden,2020-04-18,0.4808358175469407
12.0,North Carolina,Biden,2020-04-18,0.46020471823767534
13.0,North Carolina,Biden,2020-04-18,0.47133972872846924
14.0,North Carolina,Biden,2020-04-18,0.5066911251289856
15.0,North Carolina,Biden,2020-04-18,0.46891247552198445
16.0,North Carolina,Biden,2020-04-18,0.5005479174578021
17.0,North Carolina,Biden,2020-04-18,0.48342061640652473
18.0,North Carolina,Biden,2020-04-18,0.4735453175417622
19.0,North Carolina,Biden,2020-04-18,0.47464358950160523
20.0,North Carolina,Biden,2020-04-18,0.48993627525823596
21.0,North Carolina,Biden,2020-04-18,0.45611933463339327
22.0,North Carolina,Biden,2020-04-18,0.4727908796932579
23.0,North Carolina,Biden,2020-04-18,0.4517867660466317
24.0,North Carolina,Biden,2020-04-18,0.46428141076768303
25.0,North Carolina,Biden,2020-04-18,0.45373291500787943
26.0,North Carolina,Biden,2020-04-18,0.47825235702291574
27.0,North Carolina,Biden,2020-04-18,0.49491661184528546
28.0,North Carolina,Biden,2020-04-18,0.47448049337472287
29.0,North Carolina,Biden,2020-04-18,0.5019693777101656
30.0,North Carolina,Biden,2020-04-18,0.45262214371873344
31.0,North Carolina,Biden,2020-04-18,0.504607378718569
32.0,North Carolina,Biden,2020-04-18,0.4779867630157863
33.0,North Carolina,Biden,2020-04-18,0.48863329585904336
34.0,North Carolina,Biden,2020-04-18,0.5052122942546353
35.0,North Carolina,Biden,2020-04-18,0.5293521641079396
36.0,North Carolina,Biden,2020-04-18,0.46607466577921386
37.0,North Carolina,Biden,2020-04-18,0.48929783183289594
38.0,North Carolina,Biden,2020-04-18,0.4758610034314199
39.0,North Carolina,Biden,2020-04-18,0.5083306564972804
40.0,North Carolina,Biden,2020-04-18,0.4374812799276693
41.0,North Carolina,Biden,2020-04-18,0.4630781500995579
42.0,North Carolina,Biden,2020-04-18,0.49861656642654545
43.0,North Carolina,Biden,2020-04-18,0.5160668004773912
44.0,North Carolina,Biden,2020-04-18,0.47816257628363745
45.0,North Carolina,Biden,2020-04-18,0.4986406880534656
46.0,North Carolina,Biden,2020-04-18,0.48010960715333206
47.0,North Carolina,Biden,2020-04-18,0.525522951461227
48.0,North Carolina,Biden,2020-04-18,0.4878216226567621
49.0,North Carolina,Biden,2020-04-18,0.4485539873991378
50.0,North Carolina,Biden,2020-04-18,0.45908356172955417
51.0,North Carolina,Biden,2020-04-18,0.48185778128302437
52.0,North Carolina,Biden,2020-04-18,0.42595904229609194
53.0,North Carolina,Biden,2020-04-18,0.46919753969061895
54.0,North Carolina,Biden,2020-04-18,0.477890277254753
55.0,North Carolina,Biden,2020-04-18,0.48145195806648977
56.0,North Carolina,Biden,2020-04-18,0.49641049088304423
57.0,North Carolina,Biden,2020-04-18,0.4997595626632985
58.0,North Carolina,Biden,2020-04-18,0.5249089258705134
59.0,North Carolina,Biden,2020-04-18,0.4553778333305272
60.0,North Carolina,Biden,2020-04-18,0.47645485615515104
61.0,North Carolina,Biden,2020-04-18,0.47621041999913144
62.0,North Carolina,Biden,2020-04-18,0.4795401376908862
63.0,North Carolina,Biden,2020-04-18,0.4326980395990326
64.0,North Carolina,Biden,2020-04-18,0.457092914965407
65.0,North Carolina,Biden,2020-04-18,0.43013849256864145
66.0,North Carolina,Biden,2020-04-18,0.4285456934071447
67.0,North Carolina,Biden,2020-04-18,0.5178817647163918
68.0,North Carolina,Biden,2020-04-18,0.500939328992801
69.0,North Carolina,Biden,2020-04-18,0.49010868221730525
70.0,North Carolina,Biden,2020-04-18,0.49271118628255006
71.0,North Carolina,Biden,2020-04-18,0.5014892601790611
72.0,North Carolina,Biden,2020-04-18,0.4795879719050424
73.0,North Carolina,Biden,2020-04-18,0.5137611754690552
74.0,North Carolina,Biden,2020-04-18,0.42737594433562465
75.0,North Carolina,Biden,2020-04-18,0.46885641670460587
76.0,North Carolina,Biden,2020-04-18,0.4753941270285903
77.0,North Carolina,Biden,2020-04-18,0.52032374128371
78.0,North Carolina,Biden,2020-04-18,0.42709069590461074
79.0,North Carolina,Biden,2020-04-18,0.4833088551810605
80.0,North Carolina,Biden,2020-04-18,0.4315753858217676
81.0,North Carolina,Biden,2020-04-18,0.47158066596824266
82.0,North Carolina,Biden,2020-04-18,0.5136491841910403
83.0,North Carolina,Biden,2020-04-18,0.4650042026853166
84.0,North Carolina,Biden,2020-04-18,0.5004777457286733
85.0,North Carolina,Biden,2020-04-18,0.47987052061543256
86.0,North Carolina,Biden,2020-04-18,0.4862536379662545
87.0,North Carolina,Biden,2020-04-18,0.4770844372112399
88.0,North Carolina,Biden,2020-04-18,0.48336647270506317
89.0,North Carolina,Biden,2020-04-18,0.4973283458637696
90.0,North Carolina,Biden,2020-04-18,0.47019483812885227
91.0,North Carolina,Biden,2020-04-18,0.4938673621519984
92.0,North Carolina,Biden,2020-04-18,0.44629882110504965
93.0,North Carolina,Biden,2020-04-18,0.4731705066350039
94.0,North Carolina,Biden,2020-04-18,0.4726414611614681
95.0,North Carolina,Biden,2020-04-18,0.4879619307491111
96.0,North Carolina,Biden,2020-04-18,0.4684845127314096
97.0,North Carolina,Biden,2020-04-18,0.5577613307890567
98.0,North Carolina,Biden,2020-04-18,0.4721170810678762
99.0,North Carolina,Biden,2020-04-18,0.47407286585431935
100.0,North Carolina,Biden,2020-04-18,0.47945748806363353
1.0,North Carolina,Biden,2020-04-21,0.4648330254307811
2.0,North Carolina,Biden,2020-04-21,0.5105218837886447
3.0,North Carolina,Biden,2020-04-21,0.479362094648935
4.0,North Carolina,Biden,2020-04-21,0.5033522397068178
5.0,North Carolina,Biden,2020-04-21,0.5023609469460772
6.0,North Carolina,Biden,2020-04-21,0.5061206579747268
7.0,North Carolina,Biden,2020-04-21,0.4520661553780519
8.0,North Carolina,Biden,2020-04-21,0.5013248884243825
9.0,North Carolina,Biden,2020-04-21,0.4589273237337064
10.0,North Carolina,Biden,2020-04-21,0.4846337110112217
11.0,North Carolina,Biden,2020-04-21,0.48202293288087233
12.0,North Carolina,Biden,2020-04-21,0.43238567885081236
13.0,North Carolina,Biden,2020-04-21,0.47359187841160466
14.0,North Carolina,Biden,2020-04-21,0.4897994792910916
15.0,North Carolina,Biden,2020-04-21,0.5057696520686802
16.0,North Carolina,Biden,2020-04-21,0.47727730613243413
17.0,North Carolina,Biden,2020-04-21,0.4963163184037085
18.0,North Carolina,Biden,2020-04-21,0.44776321707713534
19.0,North Carolina,Biden,2020-04-21,0.4360648243695058
20.0,North Carolina,Biden,2020-04-21,0.4808143734916796
21.0,North Carolina,Biden,2020-04-21,0.5215322603554802
22.0,North Carolina,Biden,2020-04-21,0.4482152059822218
23.0,North Carolina,Biden,2020-04-21,0.4257350661787874
24.0,North Carolina,Biden,2020-04-21,0.4949901385575923
25.0,North Carolina,Biden,2020-04-21,0.4931689291621613
26.0,North Carolina,Biden,2020-04-21,0.5046634542959384
27.0,North Carolina,Biden,2020-04-21,0.5159192134048629
28.0,North Carolina,Biden,2020-04-21,0.4931001609188913
29.0,North Carolina,Biden,2020-04-21,0.5095947955448679
30.0,North Carolina,Biden,2020-04-21,0.4819267960255077
31.0,North Carolina,Biden,2020-04-21,0.49320860636726427
32.0,North Carolina,Biden,2020-04-21,0.48783789691368046
33.0,North Carolina,Biden,2020-04-21,0.511991719241859
34.0,North Carolina,Biden,2020-04-21,0.5070342157378301
35.0,North Carolina,Biden,2020-04-21,0.46259885862638056
36.0,North Carolina,Biden,2020-04-21,0.43703595065051415
37.0,North Carolina,Biden,2020-04-21,0.4860321053047487
38.0,North Carolina,Biden,2020-04-21,0.471479647072567
39.0,North Carolina,Biden,2020-04-21,0.5047740686303579
40.0,North Carolina,Biden,2020-04-21,0.5010948886723303
41.0,North Carolina,Biden,2020-04-21,0.49816692275225677
42.0,North Carolina,Biden,2020-04-21,0.45445097701777226
43.0,North Carolina,Biden,2020-04-21,0.4630664213623778
44.0,North Carolina,Biden,2020-04-21,0.5042586185841315
45.0,North Carolina,Biden,2020-04-21,0.4953596453415091
46.0,North Carolina,Biden,2020-04-21,0.4565973098889377
47.0,North Carolina,Biden,2020-04-21,0.48963160624340846
48.0,North Carolina,Biden,2020-04-21,0.4931294134717902
49.0,North Carolina,Biden,2020-04-21,0.5138828036479247
50.0,North Carolina,Biden,2020-04-21,0.47571752318954796
51.0,North Carolina,Biden,2020-04-21,0.47331483294100746
52.0,North Carolina,Biden,2020-04-21,0.4935210938061401
53.0,North Carolina,Biden,2020-04-21,0.5002221621125056
54.0,North Carolina,Biden,2020-04-21,0.4819223211812983
55.0,North Carolina,Biden,2020-04-21,0.47753026379487296
56.0,North Carolina,Biden,2020-04-21,0.457768875258912
57.0,North Carolina,Biden,2020-04-21,0.4971039586533995
58.0,North Carolina,Biden,2020-04-21,0.4983320896671944
59.0,North Carolina,Biden,2020-04-21,0.48155091284864604
60.0,North Carolina,Biden,2020-04-21,0.4667085318789796
61.0,North Carolina,Biden,2020-04-21,0.46330283502122477
62.0,North Carolina,Biden,2020-04-21,0.4845950638932746
63.0,North Carolina,Biden,2020-04-21,0.5220171396651218
64.0,North Carolina,Biden,2020-04-21,0.4506063033584561
65.0,North Carolina,Biden,2020-04-21,0.49764073259397285
66.0,North Carolina,Biden,2020-04-21,0.4304772018225933
67.0,North Carolina,Biden,2020-04-21,0.44277509206974125
68.0,North Carolina,Biden,2020-04-21,0.5250665303668238
69.0,North Carolina,Biden,2020-04-21,0.4777084650234769
70.0,North Carolina,Biden,2020-04-21,0.5127269276101346
71.0,North Carolina,Biden,2020-04-21,0.48212041549557927
72.0,North Carolina,Biden,2020-04-21,0.47264743363880857
73.0,North Carolina,Biden,2020-04-21,0.49389210879387463
74.0,North Carolina,Biden,2020-04-21,0.4520022907686371
75.0,North Carolina,Biden,2020-04-21,0.47106748226439743
76.0,North Carolina,Biden,2020-04-21,0.44948904137546425
77.0,North Carolina,Biden,2020-04-21,0.48789010155326146
78.0,North Carolina,Biden,2020-04-21,0.4900824115015161
79.0,North Carolina,Biden,2020-04-21,0.5184990171664215
80.0,North Carolina,Biden,2020-04-21,0.4241521854341182
81.0,North Carolina,Biden,2020-04-21,0.49618206140703536
82.0,North Carolina,Biden,2020-04-21,0.4935351286152906
83.0,North Carolina,Biden,2020-04-21,0.4411944403803109
84.0,North Carolina,Biden,2020-04-21,0.48728099352804893
85.0,North Carolina,Biden,2020-04-21,0.45112014568952125
86.0,North Carolina,Biden,2020-04-21,0.49308421813534126
87.0,North Carolina,Biden,2020-04-21,0.5342872239014522
88.0,North Carolina,Biden,2020-04-21,0.4723252926008879
89.0,North Carolina,Biden,2020-04-21,0.47153615653670905
90.0,North Carolina,Biden,2020-04-21,0.4932896892922268
91.0,North Carolina,Biden,2020-04-21,0.4964407269390021
92.0,North Carolina,Biden,2020-04-21,0.47625858278073696
93.0,North Carolina,Biden,2020-04-21,0.4678227327526281
94.0,North Carolina,Biden,2020-04-21,0.46233486050258554
95.0,North Carolina,Biden,2020-04-21,0.503719589325342
96.0,North Carolina,Biden,2020-04-21,0.47953224098834324
97.0,North Carolina,Biden,2020-04-21,0.5192179685373639
98.0,North Carolina,Biden,2020-04-21,0.479141686379842
99.0,North Carolina,Biden,2020-04-21,0.4743702609777039
100.0,North Carolina,Biden,2020-04-21,0.4583669251155507
1.0,North Carolina,Biden,2020-04-26,0.47421977754221567
2.0,North Carolina,Biden,2020-04-26,0.4519526740164235
3.0,North Carolina,Biden,2020-04-26,0.47506402172310225
4.0,North Carolina,Biden,2020-04-26,0.4969793503585807
5.0,North Carolina,Biden,2020-04-26,0.46477242340061176
6.0,North Carolina,Biden,2020-04-26,0.4713420178108936
7.0,North Carolina,Biden,2020-04-26,0.4832746500570919
8.0,North Carolina,Biden,2020-04-26,0.46322755175050306
9.0,North Carolina,Biden,2020-04-26,0.46662347369095425
10.0,North Carolina,Biden,2020-04-26,0.48493394656892763
11.0,North Carolina,Biden,2020-04-26,0.510783850502822
12.0,North Carolina,Biden,2020-04-26,0.4338684245374612
13.0,North Carolina,Biden,2020-04-26,0.4610658997564287
14.0,North Carolina,Biden,2020-04-26,0.4784037308194474
15.0,North Carolina,Biden,2020-04-26,0.48039609171499614
16.0,North Carolina,Biden,2020-04-26,0.5403353495296208
17.0,North Carolina,Biden,2020-04-26,0.47913235092061424
18.0,North Carolina,Biden,2020-04-26,0.44505934521132307
19.0,North Carolina,Biden,2020-04-26,0.45148200624301255
20.0,North Carolina,Biden,2020-04-26,0.45418169735038944
21.0,North Carolina,Biden,2020-04-26,0.43857009843017875
22.0,North Carolina,Biden,2020-04-26,0.4801464245870684
23.0,North Carolina,Biden,2020-04-26,0.4967504853810666
24.0,North Carolina,Biden,2020-04-26,0.46004576717810386
25.0,North Carolina,Biden,2020-04-26,0.45938565403871284
26.0,North Carolina,Biden,2020-04-26,0.4694051371869517
27.0,North Carolina,Biden,2020-04-26,0.48337043449387573
28.0,North Carolina,Biden,2020-04-26,0.4693785189321695
29.0,North Carolina,Biden,2020-04-26,0.4897422438978996
30.0,North Carolina,Biden,2020-04-26,0.5037210332311775
31.0,North Carolina,Biden,2020-04-26,0.4595128275007358
32.0,North Carolina,Biden,2020-04-26,0.48507570943387257
33.0,North Carolina,Biden,2020-04-26,0.47180076227604156
34.0,North Carolina,Biden,2020-04-26,0.492425836660029
35.0,North Carolina,Biden,2020-04-26,0.49565541392795104
36.0,North Carolina,Biden,2020-04-26,0.4609360193081136
37.0,North Carolina,Biden,2020-04-26,0.45485231835550344
38.0,North Carolina,Biden,2020-04-26,0.45445146072528353
39.0,North Carolina,Biden,2020-04-26,0.5255789364934597
40.0,North Carolina,Biden,2020-04-26,0.516969393867781
41.0,North Carolina,Biden,2020-04-26,0.4788949329250172
42.0,North Carolina,Biden,2020-04-26,0.4776304537465237
43.0,North Carolina,Biden,2020-04-26,0.46719438781641015
44.0,North Carolina,Biden,2020-04-26,0.4805610102866007
45.0,North Carolina,Biden,2020-04-26,0.43482497812325754
46.0,North Carolina,Biden,2020-04-26,0.47885434159094753
47.0,North Carolina,Biden,2020-04-26,0.45156864510021555
48.0,North Carolina,Biden,2020-04-26,0.4571114914664924
49.0,North Carolina,Biden,2020-04-26,0.4986758064261133
50.0,North Carolina,Biden,2020-04-26,0.44001070650064716
51.0,North Carolina,Biden,2020-04-26,0.46203448194064217
52.0,North Carolina,Biden,2020-04-26,0.49345658013538557
53.0,North Carolina,Biden,2020-04-26,0.48589733787589345
54.0,North Carolina,Biden,2020-04-26,0.48531180149615405
55.0,North Carolina,Biden,2020-04-26,0.47547059818086584
56.0,North Carolina,Biden,2020-04-26,0.4669575337017303
57.0,North Carolina,Biden,2020-04-26,0.45394477125085253
58.0,North Carolina,Biden,2020-04-26,0.5131184332393536
59.0,North Carolina,Biden,2020-04-26,0.5043964508525705
60.0,North Carolina,Biden,2020-04-26,0.4705986432246711
61.0,North Carolina,Biden,2020-04-26,0.46519219272304524
62.0,North Carolina,Biden,2020-04-26,0.45790434811551334
63.0,North Carolina,Biden,2020-04-26,0.49187182879220154
64.0,North Carolina,Biden,2020-04-26,0.46277529413065127
65.0,North Carolina,Biden,2020-04-26,0.4540681245035733
66.0,North Carolina,Biden,2020-04-26,0.4862916844763784
